id,message,label
6327329,Your loan has been approved. Contact us now.,spam
2804144,Meeting postponed to next Monday.,spam
12847385,Win big prizes by participating in our lucky draw today!,spam
10734498,Let's plan the trip after exams.,ham
9351881,Please review the report and send feedback.,ham
5319058,Let's plan the trip after exams.,spam
1144707,Win big prizes by participating in our lucky draw today!,spam
7665123,Happy Birthday! Have a great year ahead.,ham
11713788,Your loan has been approved. Contact us now.,spam
3002067,Can you share the project files by evening?,ham
3659351,Act fast! Exclusive deal just for you.,spam
8291925,Urgent! Your account has been compromised. Verify immediately.,ham
6124241,Limited time offer! Buy now and get 50% off!,spam
5275105,Win big prizes by participating in our lucky draw today!,ham
11668447,Can you share the project files by evening?,spam
14850087,Let's plan the trip after exams.,ham
14791949,Don't forget to submit your assignment by tonight.,spam
13362879,Let's plan the trip after exams.,ham
15492164,Earn money from home easily. Sign up now!,ham
3506961,Can you share the project files by evening?,spam
252047,Act fast! Exclusive deal just for you.,ham
10944055,Congratulations! You have won a $1000 gift card. Click now!,ham
4495687,Win big prizes by participating in our lucky draw today!,ham
11536067,Please review the report and send feedback.,ham
14654794,Let's catch up over coffee this weekend.,ham
15262846,Limited time offer! Buy now and get 50% off!,ham
14836260,Can you share the project files by evening?,ham
9740327,Are you available for a quick call?,ham
5374018,Limited time offer! Buy now and get 50% off!,spam
12055638,You have been selected for a free vacation. Claim now!,ham
5067101,Your loan has been approved. Contact us now.,spam
13557990,Happy Birthday! Have a great year ahead.,spam
13945573,Let's catch up over coffee this weekend.,spam
8951971,Please review the report and send feedback.,ham
11153654,Please review the report and send feedback.,ham
16478867,You have been selected for a free vacation. Claim now!,spam
4463900,"Hey, are we still meeting tomorrow?",ham
399965,Can you share the project files by evening?,spam
10809613,Your appointment is scheduled for 10 AM tomorrow.,spam
5940266,You have been selected for a free vacation. Claim now!,spam
7707062,Let's plan the trip after exams.,ham
11669863,Win big prizes by participating in our lucky draw today!,spam
1531211,Happy Birthday! Have a great year ahead.,ham
132681,Are you available for a quick call?,ham
8816121,Earn money from home easily. Sign up now!,ham
1259989,Are you available for a quick call?,ham
14184291,You have been selected for a free vacation. Claim now!,ham
12727447,Are you available for a quick call?,spam
6294029,Let's catch up over coffee this weekend.,spam
368044,You have been selected for a free vacation. Claim now!,ham
14058705,Congratulations! You have won a $1000 gift card. Click now!,spam
7685666,Don't forget to submit your assignment by tonight.,spam
15477118,This is your last chance to win big rewards!,spam
12233984,Win big prizes by participating in our lucky draw today!,ham
6607209,Let's plan the trip after exams.,ham
14005728,Limited time offer! Buy now and get 50% off!,ham
15868155,Your loan has been approved. Contact us now.,spam
417849,Win big prizes by participating in our lucky draw today!,spam
2798971,Urgent! Your account has been compromised. Verify immediately.,ham
8257795,Let's catch up over coffee this weekend.,ham
9014456,Get instant cashback on your first purchase. Hurry!,ham
8504164,Happy Birthday! Have a great year ahead.,spam
13687318,Win big prizes by participating in our lucky draw today!,spam
8526908,Are you available for a quick call?,ham
13880101,Act fast! Exclusive deal just for you.,ham
14242781,Win big prizes by participating in our lucky draw today!,spam
3439046,Get instant cashback on your first purchase. Hurry!,spam
12649479,Please review the report and send feedback.,ham
8527939,Meeting postponed to next Monday.,spam
4823784,Act fast! Exclusive deal just for you.,ham
8731106,Happy Birthday! Have a great year ahead.,spam
6798400,Earn money from home easily. Sign up now!,ham
15741928,Are you available for a quick call?,ham
4723128,Can you share the project files by evening?,ham
7107032,Please review the report and send feedback.,ham
12673253,You have been selected for a free vacation. Claim now!,spam
12021306,Don't forget to submit your assignment by tonight.,ham
11620442,Limited time offer! Buy now and get 50% off!,ham
12116115,Happy Birthday! Have a great year ahead.,ham
4305940,Meeting postponed to next Monday.,ham
15043028,You have been selected for a free vacation. Claim now!,ham
13753249,Win big prizes by participating in our lucky draw today!,spam
421968,Congratulations! You have won a $1000 gift card. Click now!,ham
10627608,Urgent! Your account has been compromised. Verify immediately.,spam
4428950,Congratulations! You have won a $1000 gift card. Click now!,spam
5690898,Urgent! Your account has been compromised. Verify immediately.,ham
10305148,Your loan has been approved. Contact us now.,spam
2858466,Win big prizes by participating in our lucky draw today!,spam
15965301,Your appointment is scheduled for 10 AM tomorrow.,ham
13142306,Happy Birthday! Have a great year ahead.,spam
8878059,Can you share the project files by evening?,spam
13461830,Win big prizes by participating in our lucky draw today!,spam
7829321,Win big prizes by participating in our lucky draw today!,spam
11228782,Your appointment is scheduled for 10 AM tomorrow.,spam
16413812,Your loan has been approved. Contact us now.,ham
14678549,Win big prizes by participating in our lucky draw today!,ham
2452364,Are you available for a quick call?,ham
2574903,Meeting postponed to next Monday.,spam
3262374,Let's catch up over coffee this weekend.,ham
14606620,Urgent! Your account has been compromised. Verify immediately.,spam
6994805,Congratulations! You have won a $1000 gift card. Click now!,ham
9076636,This is your last chance to win big rewards!,spam
7201442,Meeting postponed to next Monday.,ham
4127740,Your loan has been approved. Contact us now.,spam
2786395,Please review the report and send feedback.,spam
9668460,Are you available for a quick call?,ham
14990377,Act fast! Exclusive deal just for you.,ham
8489347,Let's catch up over coffee this weekend.,spam
12699652,Your loan has been approved. Contact us now.,ham
16113027,Happy Birthday! Have a great year ahead.,ham
6853373,Get instant cashback on your first purchase. Hurry!,spam
8867598,Are you available for a quick call?,ham
6035459,Your appointment is scheduled for 10 AM tomorrow.,ham
9296045,Meeting postponed to next Monday.,spam
11324453,Are you available for a quick call?,ham
11870560,Meeting postponed to next Monday.,ham
4412453,Congratulations! You have won a $1000 gift card. Click now!,spam
6288530,Urgent! Your account has been compromised. Verify immediately.,ham
14510123,Let's plan the trip after exams.,spam
11588990,Don't forget to submit your assignment by tonight.,spam
14031754,Congratulations! You have won a $1000 gift card. Click now!,ham
14646737,"Hey, are we still meeting tomorrow?",ham
15594578,You have been selected for a free vacation. Claim now!,ham
16352196,Get instant cashback on your first purchase. Hurry!,ham
7748745,Your appointment is scheduled for 10 AM tomorrow.,spam
16646388,Don't forget to submit your assignment by tonight.,ham
11084072,Get instant cashback on your first purchase. Hurry!,spam
12890379,Happy Birthday! Have a great year ahead.,ham
7155791,Earn money from home easily. Sign up now!,spam
9703896,Can you share the project files by evening?,spam
2134170,Happy Birthday! Have a great year ahead.,ham
3519495,Can you share the project files by evening?,ham
6980573,Meeting postponed to next Monday.,ham
2208975,"Hey, are we still meeting tomorrow?",ham
14883884,Congratulations! You have won a $1000 gift card. Click now!,ham
2281590,"Hey, are we still meeting tomorrow?",spam
7161557,Your loan has been approved. Contact us now.,spam
822853,Let's plan the trip after exams.,ham
2780334,You have been selected for a free vacation. Claim now!,spam
10804867,Act fast! Exclusive deal just for you.,spam
1850769,"Hey, are we still meeting tomorrow?",spam
16423451,Are you available for a quick call?,spam
5069362,Let's plan the trip after exams.,ham
12212394,Happy Birthday! Have a great year ahead.,ham
771380,Limited time offer! Buy now and get 50% off!,ham
12672145,You have been selected for a free vacation. Claim now!,ham
1820318,Win big prizes by participating in our lucky draw today!,spam
5630021,Act fast! Exclusive deal just for you.,ham
14214427,Get instant cashback on your first purchase. Hurry!,ham
7136801,"Hey, are we still meeting tomorrow?",spam
3389263,Please review the report and send feedback.,ham
5418349,Urgent! Your account has been compromised. Verify immediately.,ham
7266516,Meeting postponed to next Monday.,ham
9400526,Get instant cashback on your first purchase. Hurry!,ham
13503462,You have been selected for a free vacation. Claim now!,spam
871519,Please review the report and send feedback.,spam
11242588,Please review the report and send feedback.,ham
14855430,Let's catch up over coffee this weekend.,ham
10981911,Earn money from home easily. Sign up now!,ham
15530762,Earn money from home easily. Sign up now!,ham
16763571,Your loan has been approved. Contact us now.,ham
14901000,Let's catch up over coffee this weekend.,ham
2577972,Let's plan the trip after exams.,ham
12267160,Happy Birthday! Have a great year ahead.,ham
9333300,Act fast! Exclusive deal just for you.,ham
272685,Can you share the project files by evening?,ham
15318630,"Hey, are we still meeting tomorrow?",ham
4677588,Meeting postponed to next Monday.,ham
9749467,Act fast! Exclusive deal just for you.,ham
14382402,Urgent! Your account has been compromised. Verify immediately.,spam
1110860,Congratulations! You have won a $1000 gift card. Click now!,ham
8583118,Don't forget to submit your assignment by tonight.,spam
13868518,You have been selected for a free vacation. Claim now!,ham
1162221,Meeting postponed to next Monday.,spam
16726036,Are you available for a quick call?,ham
8105863,Let's plan the trip after exams.,ham
11716121,"Hey, are we still meeting tomorrow?",ham
5665338,Please review the report and send feedback.,ham
14945116,Congratulations! You have won a $1000 gift card. Click now!,spam
16755287,Meeting postponed to next Monday.,ham
5751175,This is your last chance to win big rewards!,ham
5405487,Win big prizes by participating in our lucky draw today!,ham
12923664,"Hey, are we still meeting tomorrow?",spam
16444596,Act fast! Exclusive deal just for you.,spam
69349,Can you share the project files by evening?,ham
16276398,Win big prizes by participating in our lucky draw today!,spam
2104858,Let's plan the trip after exams.,ham
10857767,Let's catch up over coffee this weekend.,spam
7354452,Meeting postponed to next Monday.,spam
7259185,Can you share the project files by evening?,spam
14538777,Congratulations! You have won a $1000 gift card. Click now!,ham
8416141,Urgent! Your account has been compromised. Verify immediately.,spam
10477593,Urgent! Your account has been compromised. Verify immediately.,ham
3185906,Can you share the project files by evening?,ham
906724,Are you available for a quick call?,ham
13208193,Your appointment is scheduled for 10 AM tomorrow.,spam
6421590,Earn money from home easily. Sign up now!,ham
11434483,Your appointment is scheduled for 10 AM tomorrow.,spam
1192194,Your loan has been approved. Contact us now.,spam
10808006,This is your last chance to win big rewards!,spam
14260777,Happy Birthday! Have a great year ahead.,spam
11495522,"Hey, are we still meeting tomorrow?",spam
13122969,Happy Birthday! Have a great year ahead.,ham
9305282,Don't forget to submit your assignment by tonight.,spam
4159574,Can you share the project files by evening?,ham
3321401,Can you share the project files by evening?,ham
925084,Urgent! Your account has been compromised. Verify immediately.,ham
456494,Meeting postponed to next Monday.,ham
10328406,"Hey, are we still meeting tomorrow?",spam
11521257,Earn money from home easily. Sign up now!,spam
1464524,Win big prizes by participating in our lucky draw today!,ham
993257,Please review the report and send feedback.,ham
1953119,Can you share the project files by evening?,spam
7494783,Let's catch up over coffee this weekend.,ham
671668,You have been selected for a free vacation. Claim now!,spam
16641744,Congratulations! You have won a $1000 gift card. Click now!,spam
13585441,"Hey, are we still meeting tomorrow?",spam
8095658,Act fast! Exclusive deal just for you.,ham
3611256,Limited time offer! Buy now and get 50% off!,ham
11045052,Act fast! Exclusive deal just for you.,spam
15825838,Can you share the project files by evening?,ham
6852123,Happy Birthday! Have a great year ahead.,spam
3367825,Earn money from home easily. Sign up now!,spam
13386968,Let's catch up over coffee this weekend.,ham
12389179,Earn money from home easily. Sign up now!,spam
4554216,Don't forget to submit your assignment by tonight.,ham
2965092,Get instant cashback on your first purchase. Hurry!,ham
15689771,Please review the report and send feedback.,spam
4085015,Congratulations! You have won a $1000 gift card. Click now!,ham
8895531,Your appointment is scheduled for 10 AM tomorrow.,spam
1865737,Happy Birthday! Have a great year ahead.,spam
1818417,Please review the report and send feedback.,spam
45796,Get instant cashback on your first purchase. Hurry!,ham
9418919,Urgent! Your account has been compromised. Verify immediately.,spam
12173204,Don't forget to submit your assignment by tonight.,ham
4082432,Can you share the project files by evening?,spam
4123515,Limited time offer! Buy now and get 50% off!,ham
13082244,Let's plan the trip after exams.,ham
11751143,Earn money from home easily. Sign up now!,ham
8050895,Let's plan the trip after exams.,ham
13508782,Urgent! Your account has been compromised. Verify immediately.,ham
12136990,Don't forget to submit your assignment by tonight.,spam
2052749,Let's plan the trip after exams.,ham
2664292,Can you share the project files by evening?,ham
14513764,Win big prizes by participating in our lucky draw today!,ham
7508037,Meeting postponed to next Monday.,ham
712776,Win big prizes by participating in our lucky draw today!,ham
2480617,Get instant cashback on your first purchase. Hurry!,ham
2661639,Urgent! Your account has been compromised. Verify immediately.,spam
15505987,"Hey, are we still meeting tomorrow?",ham
11031813,This is your last chance to win big rewards!,spam
11953036,Can you share the project files by evening?,ham
16431534,Don't forget to submit your assignment by tonight.,ham
14264297,Limited time offer! Buy now and get 50% off!,ham
4880066,"Hey, are we still meeting tomorrow?",ham
12895555,Win big prizes by participating in our lucky draw today!,ham
3537757,Congratulations! You have won a $1000 gift card. Click now!,ham
12036599,Get instant cashback on your first purchase. Hurry!,spam
13735807,This is your last chance to win big rewards!,ham
14360270,Let's plan the trip after exams.,spam
13607602,This is your last chance to win big rewards!,spam
8991287,"Hey, are we still meeting tomorrow?",ham
6749325,Don't forget to submit your assignment by tonight.,spam
104212,Earn money from home easily. Sign up now!,spam
5943417,Win big prizes by participating in our lucky draw today!,spam
4338611,Are you available for a quick call?,spam
5960770,Act fast! Exclusive deal just for you.,ham
1672236,"Hey, are we still meeting tomorrow?",spam
8702922,Can you share the project files by evening?,spam
6609116,Are you available for a quick call?,spam
11709326,Your appointment is scheduled for 10 AM tomorrow.,ham
14671276,Limited time offer! Buy now and get 50% off!,ham
6416061,Win big prizes by participating in our lucky draw today!,ham
6326684,Limited time offer! Buy now and get 50% off!,ham
2290271,Congratulations! You have won a $1000 gift card. Click now!,ham
8979048,You have been selected for a free vacation. Claim now!,ham
6044225,This is your last chance to win big rewards!,spam
15544459,Limited time offer! Buy now and get 50% off!,spam
5078965,Let's plan the trip after exams.,spam
4296169,Happy Birthday! Have a great year ahead.,ham
923738,Urgent! Your account has been compromised. Verify immediately.,spam
16005718,Your loan has been approved. Contact us now.,spam
14160238,"Hey, are we still meeting tomorrow?",spam
5299887,Happy Birthday! Have a great year ahead.,ham
14259704,Your appointment is scheduled for 10 AM tomorrow.,spam
12023195,Let's plan the trip after exams.,spam
4249445,Can you share the project files by evening?,spam
10851107,Get instant cashback on your first purchase. Hurry!,spam
6832470,Are you available for a quick call?,ham
7461625,Don't forget to submit your assignment by tonight.,spam
2360478,Get instant cashback on your first purchase. Hurry!,spam
1691988,Your loan has been approved. Contact us now.,ham
259133,This is your last chance to win big rewards!,ham
12376960,Are you available for a quick call?,spam
13227705,Let's catch up over coffee this weekend.,ham
8754135,Win big prizes by participating in our lucky draw today!,ham
4827002,Get instant cashback on your first purchase. Hurry!,ham
14238590,Don't forget to submit your assignment by tonight.,spam
16355932,"Hey, are we still meeting tomorrow?",ham
7952558,Don't forget to submit your assignment by tonight.,ham
14772311,Happy Birthday! Have a great year ahead.,ham
5793470,Let's catch up over coffee this weekend.,spam
436544,Your appointment is scheduled for 10 AM tomorrow.,ham
1375171,Don't forget to submit your assignment by tonight.,ham
12836467,Urgent! Your account has been compromised. Verify immediately.,ham
8506565,Can you share the project files by evening?,ham
12035264,Happy Birthday! Have a great year ahead.,spam
12896430,Don't forget to submit your assignment by tonight.,spam
8704684,Please review the report and send feedback.,ham
11416392,Your appointment is scheduled for 10 AM tomorrow.,ham
2184073,Your appointment is scheduled for 10 AM tomorrow.,spam
9097608,Get instant cashback on your first purchase. Hurry!,ham
1293043,Win big prizes by participating in our lucky draw today!,spam
7733786,Congratulations! You have won a $1000 gift card. Click now!,spam
7175279,Limited time offer! Buy now and get 50% off!,spam
2773380,Let's catch up over coffee this weekend.,spam
12021347,Happy Birthday! Have a great year ahead.,ham
14407666,Can you share the project files by evening?,spam
8416365,You have been selected for a free vacation. Claim now!,ham
5171307,Can you share the project files by evening?,ham
12920019,Get instant cashback on your first purchase. Hurry!,ham
2536495,Can you share the project files by evening?,ham
1821685,Can you share the project files by evening?,ham
500435,Your loan has been approved. Contact us now.,ham
6240339,You have been selected for a free vacation. Claim now!,ham
12167585,Please review the report and send feedback.,spam
11674143,Can you share the project files by evening?,ham
92766,Meeting postponed to next Monday.,ham
4414162,Act fast! Exclusive deal just for you.,ham
9759811,Happy Birthday! Have a great year ahead.,ham
12528935,Are you available for a quick call?,spam
11439627,Are you available for a quick call?,spam
10070155,Get instant cashback on your first purchase. Hurry!,ham
8516579,Limited time offer! Buy now and get 50% off!,ham
7479292,Urgent! Your account has been compromised. Verify immediately.,spam
6781132,Are you available for a quick call?,ham
1244229,Don't forget to submit your assignment by tonight.,ham
5908618,Are you available for a quick call?,spam
16463051,Act fast! Exclusive deal just for you.,spam
10335736,Are you available for a quick call?,spam
14279454,Earn money from home easily. Sign up now!,ham
11902438,Win big prizes by participating in our lucky draw today!,ham
109084,Are you available for a quick call?,spam
16001688,Can you share the project files by evening?,ham
5388001,Are you available for a quick call?,spam
4202056,Let's plan the trip after exams.,spam
13988111,You have been selected for a free vacation. Claim now!,ham
12871343,Let's catch up over coffee this weekend.,ham
5636018,Can you share the project files by evening?,spam
7682156,Let's catch up over coffee this weekend.,spam
5166874,Act fast! Exclusive deal just for you.,spam
10900827,Win big prizes by participating in our lucky draw today!,ham
14650380,Your loan has been approved. Contact us now.,spam
12161457,Please review the report and send feedback.,ham
8880896,Your loan has been approved. Contact us now.,ham
15341487,Can you share the project files by evening?,ham
14737359,Act fast! Exclusive deal just for you.,ham
4031963,Urgent! Your account has been compromised. Verify immediately.,spam
11925420,Happy Birthday! Have a great year ahead.,spam
11181690,Can you share the project files by evening?,spam
2773814,Limited time offer! Buy now and get 50% off!,spam
5450485,Act fast! Exclusive deal just for you.,ham
15120628,Congratulations! You have won a $1000 gift card. Click now!,ham
14762268,Don't forget to submit your assignment by tonight.,ham
4485477,Urgent! Your account has been compromised. Verify immediately.,ham
6305400,Your appointment is scheduled for 10 AM tomorrow.,spam
12489128,Please review the report and send feedback.,ham
4457255,Let's plan the trip after exams.,spam
12777994,Let's plan the trip after exams.,spam
8760226,Win big prizes by participating in our lucky draw today!,ham
15105329,Can you share the project files by evening?,spam
1389273,You have been selected for a free vacation. Claim now!,ham
9399920,Act fast! Exclusive deal just for you.,ham
14149000,You have been selected for a free vacation. Claim now!,spam
16525546,"Hey, are we still meeting tomorrow?",ham
325648,Please review the report and send feedback.,ham
9366326,Are you available for a quick call?,spam
9947423,Get instant cashback on your first purchase. Hurry!,ham
16424483,Let's plan the trip after exams.,spam
6212097,Limited time offer! Buy now and get 50% off!,ham
7877640,This is your last chance to win big rewards!,spam
12895509,Earn money from home easily. Sign up now!,ham
420744,Limited time offer! Buy now and get 50% off!,spam
3124331,Win big prizes by participating in our lucky draw today!,spam
9976220,Can you share the project files by evening?,ham
3795429,You have been selected for a free vacation. Claim now!,ham
9166466,Let's plan the trip after exams.,ham
1604496,Urgent! Your account has been compromised. Verify immediately.,spam
6949611,Win big prizes by participating in our lucky draw today!,ham
1033840,You have been selected for a free vacation. Claim now!,spam
7323730,Urgent! Your account has been compromised. Verify immediately.,ham
6896714,Don't forget to submit your assignment by tonight.,spam
1994049,Happy Birthday! Have a great year ahead.,ham
10608078,Are you available for a quick call?,ham
12239844,Can you share the project files by evening?,ham
7539623,Win big prizes by participating in our lucky draw today!,spam
1082788,Let's plan the trip after exams.,spam
9724357,Your appointment is scheduled for 10 AM tomorrow.,ham
4516131,Your loan has been approved. Contact us now.,spam
16130834,Urgent! Your account has been compromised. Verify immediately.,ham
6443944,Get instant cashback on your first purchase. Hurry!,spam
173542,Limited time offer! Buy now and get 50% off!,ham
14835234,Let's catch up over coffee this weekend.,ham
5912733,Can you share the project files by evening?,ham
14953372,Happy Birthday! Have a great year ahead.,ham
1680363,Act fast! Exclusive deal just for you.,ham
13808783,Your appointment is scheduled for 10 AM tomorrow.,spam
672603,Let's catch up over coffee this weekend.,spam
14206560,Congratulations! You have won a $1000 gift card. Click now!,spam
5754037,Let's plan the trip after exams.,ham
13454493,Let's plan the trip after exams.,ham
5614905,Your appointment is scheduled for 10 AM tomorrow.,spam
8626315,Get instant cashback on your first purchase. Hurry!,ham
7146625,Your loan has been approved. Contact us now.,spam
1424054,Let's plan the trip after exams.,spam
12761985,Your appointment is scheduled for 10 AM tomorrow.,spam
